Tyear,GrpTyear,Tyear_quad,Site,Siteold,Year,Round,Quad,Image,Species,Len,Area,,
BKR10_2021_2,BKR10_2021,BKR10_2021_2_5,BKR10,BKR-10,2021,2,5,311,SONOLE,16.901,130.834,,
BKR10_2021_2,BKR10_2021,BKR10_2021_2_5,BKR10,BKR-10,2021,2,5,312,EROBOT,9.226,58.775,,
BKR10_2021_2,BKR10_2021,BKR10_2021_2_5,BKR10,BKR-10,2021,2,5,313,EROBOT,9.926,63.047,,
BKR10_2021_2,BKR10_2021,BKR10_2021_2_5,BKR10,BKR-10,2021,2,5,314,EROBOT,12.784,94.699,,
BKR10_2021_2,BKR10_2021,BKR10_2021_2_5,BKR10,BKR-10,2021,2,5,315,SONOLE,14.861,122.344,,
BKR10_2021_2,BKR10_2021,BKR10_2021_2_0,BKR10,BKR-10,2021,2,0,318,EROBOT,8.195,44.31,,
BKR10_2021_2,BKR10_2021,BKR10_2021_2_0,BKR10,BKR-10,2021,2,0,320,EROBOT,11.251,89.966,,
BKR10_2021_2,BKR10_2021,BKR10_2021_2_0,BKR10,BKR-10,2021,2,0,321,EROBOT,9.143,54.285,,
BKR10_2021_2,BKR10_2021,BKR10_2021_2_0,BKR10,BKR-10,2021,2,0,322,EROBOT,7.402,39.052,,
SS05_2021_2,SS05_2021,SS05_2021_2_45,SS05,SS-05,2021,2,45,339,GILANG,7.21,29.83,,
SS05_2021_2,SS05_2021,SS05_2021_2_45,SS05,SS-05,2021,2,45,340,GILANG,7.973,35.904,,
SS05_2021_2,SS05_2021,SS05_2021_2_45,SS05,SS-05,2021,2,45,341,GILANG,7.381,32.634,,
SS05_2021_2,SS05_2021,SS05_2021_2_45,SS05,SS-05,2021,2,45,342,BRATOU,8.733,24.05,,
SS05_2021_2,SS05_2021,SS05_2021_2_45,SS05,SS-05,2021,2,45,344,CRY,7.304,37.613,,
SS05_2021_2,SS05_2021,SS05_2021_2_45,SS05,SS-05,2021,2,45,346,CRY,7.094,33.861,,
SS05_2021_2,SS05_2021,SS05_2021_2_45,SS05,SS-05,2021,2,45,347,CRY,6.858,32.447,,
SS05_2021_2,SS05_2021,SS05_2021_2_45,SS05,SS-05,2021,2,45,348,CRY,7.457,34.287,,
SS05_2021_2,SS05_2021,SS05_2021_2_45,SS05,SS-05,2021,2,45,349,CRY,7.021,32.078,,
SS05_2021_2,SS05_2021,SS05_2021_2_35,SS05,SS-05,2021,2,35,366,BRATOU,7.628,22.486,,
SS05_2021_2,SS05_2021,SS05_2021_2_35,SS05,SS-05,2021,2,35,367,BRATOU,9.015,28.674,,
SS05_2021_2,SS05_2021,SS05_2021_2_35,SS05,SS-05,2021,2,35,370,CRY,5.084,20.564,,
SS05_2021_2,SS05_2021,SS05_2021_2_35,SS05,SS-05,2021,2,35,371,CRY,6.852,30.791,,
SS05_2021_2,SS05_2021,SS05_2021_2_30,SS05,SS-05,2021,2,30,374,BRATOU,5.38,9.087,,
SS05_2021_2,SS05_2021,SS05_2021_2_30,SS05,SS-05,2021,2,30,375,BRATOU,6.63,16.539,,
SS05_2021_2,SS05_2021,SS05_2021_2_25,SS05,SS-05,2021,2,25,378,CRY,6.745,28.77,,
SS05_2021_2,SS05_2021,SS05_2021_2_25,SS05,SS-05,2021,2,25,379,CRY,6.845,32.021,,
SS05_2021_2,SS05_2021,SS05_2021_2_25,SS05,SS-05,2021,2,25,380,CRY,6.363,26.307,,
SS05_2021_2,SS05_2021,SS05_2021_2_25,SS05,SS-05,2021,2,25,382,CRY,6.517,31.082,,
SS05_2021_2,SS05_2021,SS05_2021_2_25,SS05,SS-05,2021,2,25,383,CRY,5.162,18.579,,
SS05_2021_2,SS05_2021,SS05_2021_2_25,SS05,SS-05,2021,2,25,384,CRY,6.347,28.142,,
SS05_2021_2,SS05_2021,SS05_2021_2_20,SS05,SS-05,2021,2,20,387,CRY,8.615,49.116,,
SS05_2021_2,SS05_2021,SS05_2021_2_20,SS05,SS-05,2021,2,20,389,CRY,6.424,28.118,,
SS05_2021_2,SS05_2021,SS05_2021_2_20,SS05,SS-05,2021,2,20,390,CRY,6.035,25.978,,
SS05_2021_2,SS05_2021,SS05_2021_2_20,SS05,SS-05,2021,2,20,391,CRY,7.798,41.031,,
SS05_2021_2,SS05_2021,SS05_2021_2_20,SS05,SS-05,2021,2,20,392,CRY,7.788,39.255,,
SS05_2021_2,SS05_2021,SS05_2021_2_20,SS05,SS-05,2021,2,20,393,CRY,7.252,32.333,,
SS05_2021_2,SS05_2021,SS05_2021_2_20,SS05,SS-05,2021,2,20,394,CRY,7.897,39.461,,
SS05_2021_2,SS05_2021,SS05_2021_2_20,SS05,SS-05,2021,2,20,395,CRY,7.454,36.059,,
SS05_2021_2,SS05_2021,SS05_2021_2_20,SS05,SS-05,2021,2,20,396,CRY,7.966,42.558,,
SS05_2021_2,SS05_2021,SS05_2021_2_20,SS05,SS-05,2021,2,20,398,CRY,8.744,43.782,,
SS05_2021_2,SS05_2021,SS05_2021_2_20,SS05,SS-05,2021,2,20,399,CRY,6.14,12.49,,
SS05_2021_2,SS05_2021,SS05_2021_2_20,SS05,SS-05,2021,2,20,401,CRY,6.388,5.838,,
SS05_2021_2,SS05_2021,SS05_2021_2_15,SS05,SS-05,2021,2,15,410,BRANIG,10.357,47.344,,
SS05_2021_2,SS05_2021,SS05_2021_2_15,SS05,SS-05,2021,2,15,411,BRANIG,9.497,42.295,,
SS05_2021_2,SS05_2021,SS05_2021_2_15,SS05,SS-05,2021,2,15,414,BRANIG,10.3,44.545,,
SS05_2021_2,SS05_2021,SS05_2021_2_15,SS05,SS-05,2021,2,15,415,BRANIG,10.614,47.138,,
SS05_2021_2,SS05_2021,SS05_2021_2_15,SS05,SS-05,2021,2,15,416,BRANIG,9.731,46.886,,
SS05_2021_2,SS05_2021,SS05_2021_2_15,SS05,SS-05,2021,2,15,417,BRANIG,10.062,47.773,,
SS05_2021_2,SS05_2021,SS05_2021_2_15,SS05,SS-05,2021,2,15,419,BRANIG,9.91,48.418,,
SS05_2021_2,SS05_2021,SS05_2021_2_15,SS05,SS-05,2021,2,15,423,DICCAP,13.317,46.824,,
SS05_2021_2,SS05_2021,SS05_2021_2_15,SS05,SS-05,2021,2,15,424,DICCAP,12.074,50.578,,
SS05_2021_2,SS05_2021,SS05_2021_2_15,SS05,SS-05,2021,2,15,425,GILANG,6.42,21.918,,
SS05_2021_2,SS05_2021,SS05_2021_2_10,SS05,SS-05,2021,2,10,430,BRANIG,9.655,48.82,,
SS05_2021_2,SS05_2021,SS05_2021_2_10,SS05,SS-05,2021,2,10,431,BRANIG,10.489,53.467,,
SS05_2021_2,SS05_2021,SS05_2021_2_10,SS05,SS-05,2021,2,10,432,BRANIG,9.686,46.271,,
SS05_2021_2,SS05_2021,SS05_2021_2_10,SS05,SS-05,2021,2,10,433,BRANIG,9.644,46.632,,
SS05_2021_2,SS05_2021,SS05_2021_2_10,SS05,SS-05,2021,2,10,435,BRANIG,9.539,41.492,,
SS05_2021_2,SS05_2021,SS05_2021_2_10,SS05,SS-05,2021,2,10,436,BRATOU,9.231,22.2,,
SS05_2021_2,SS05_2021,SS05_2021_2_10,SS05,SS-05,2021,2,10,437,BRATOU,9.492,27.396,,
SS05_2021_2,SS05_2021,SS05_2021_2_10,SS05,SS-05,2021,2,10,438,BRATOU,6.534,14.348,,
SS05_2021_2,SS05_2021,SS05_2021_2_10,SS05,SS-05,2021,2,10,440,BRATOU,14.958,17.768,,
SS05_2021_2,SS05_2021,SS05_2021_2_10,SS05,SS-05,2021,2,10,441,GILANG,7.92,30.491,,
SS05_2021_2,SS05_2021,SS05_2021_2_10,SS05,SS-05,2021,2,10,442,GILANG,8.191,33.042,,
SS05_2021_2,SS05_2021,SS05_2021_2_10,SS05,SS-05,2021,2,10,443,CRY,7.003,30.823,,
SS05_2021_2,SS05_2021,SS05_2021_2_5,SS05,SS-05,2021,2,5,447,BRATOU,6.58,16.528,,
SS05_2021_2,SS05_2021,SS05_2021_2_5,SS05,SS-05,2021,2,5,448,BRATOU,7.152,21.24,,
SS05_2021_2,SS05_2021,SS05_2021_2_0,SS05,SS-05,2021,2,0,451,CRY,6.547,28.331,,
SS05_2021_2,SS05_2021,SS05_2021_2_0,SS05,SS-05,2021,2,0,452,CRY,5.664,20.832,,
SS05_2021_2,SS05_2021,SS05_2021_2_0,SS05,SS-05,2021,2,0,453,CRY,5.838,23.704,,
SS05_2021_2,SS05_2021,SS05_2021_2_0,SS05,SS-05,2021,2,0,454,CRY,6.49,30.826,,
SS05_2021_2,SS05_2021,SS05_2021_2_0,SS05,SS-05,2021,2,0,455,BRATOU,7.795,23.057,,
I15_2021_2,I15_2021,I15_2021_2_45,I15,I-15,2021,2,45,489,MICLIN,15.475,122.394,,
I15_2021_2,I15_2021,I15_2021_2_45,I15,I-15,2021,2,45,490,MICLIN,11.618,69.27,,
I15_2021_2,I15_2021,I15_2021_2_45,I15,I-15,2021,2,45,491,MICLIN,9.775,42.77,,
I15_2021_2,I15_2021,I15_2021_2_30,I15,I-15,2021,2,30,495,EROCIC,5.865,16.47,,
I15_2021_2,I15_2021,I15_2021_2_30,I15,I-15,2021,2,30,496,LUPBIC,3.039,4.276,,
I15_2021_2,I15_2021,I15_2021_2_30,I15,I-15,2021,2,30,497,EROCIC,11.367,50.965,,
I15_2021_2,I15_2021,I15_2021_2_30,I15,I-15,2021,2,30,499,MICLIN,15.742,143.988,,
I15_2021_2,I15_2021,I15_2021_2_30,I15,I-15,2021,2,30,500,LUPBIC,7.021,20.454,,
I15_2021_2,I15_2021,I15_2021_2_30,I15,I-15,2021,2,30,501,EROCIC,11.161,44.955,,
I15_2021_2,I15_2021,I15_2021_2_30,I15,I-15,2021,2,30,502,EROCIC,13.28,54.728,,
I15_2021_2,I15_2021,I15_2021_2_30,I15,I-15,2021,2,30,503,EROCIC,10.615,40.177,,
I15_2021_2,I15_2021,I15_2021_2_30,I15,I-15,2021,2,30,504,GILANG,8.031,29.442,,
I15_2021_2,I15_2021,I15_2021_2_30,I15,I-15,2021,2,30,505,GILANG,7.986,29.525,,
I15_2021_2,I15_2021,I15_2021_2_4,I15,I-15,2021,2,4,508,EROCIC,9.666,37.128,,
I15_2021_2,I15_2021,I15_2021_2_4,I15,I-15,2021,2,4,509,SONOLE,12.356,93.675,,
I15_2021_2,I15_2021,I15_2021_2_4,I15,I-15,2021,2,4,510,MICLIN,11.999,84.987,,
I15_2021_2,I15_2021,I15_2021_2_4,I15,I-15,2021,2,4,511,MICLIN,9.831,59.633,,
I15_2021_2,I15_2021,I15_2021_2_4,I15,I-15,2021,2,4,512,MICLIN,10.002,44.044,,
I15_2021_2,I15_2021,I15_2021_2_4,I15,I-15,2021,2,4,513,EROCIC,11.422,46.705,,
I15_2021_2,I15_2021,I15_2021_2_4,I15,I-15,2021,2,4,514,EROCIC,12.68,66.588,,
I15_2021_2,I15_2021,I15_2021_2_4,I15,I-15,2021,2,4,515,EROCIC,10.541,44.915,,
I15_2021_2,I15_2021,I15_2021_2_4,I15,I-15,2021,2,4,517,EROCIC,12.189,50.854,,
I15_2021_2,I15_2021,I15_2021_2_4,I15,I-15,2021,2,4,518,EROCIC,9.717,33.866,,
I15_2021_2,I15_2021,I15_2021_2_4,I15,I-15,2021,2,4,519,EROCIC,9.217,40.226,,
I15_2021_2,I15_2021,I15_2021_2_15,I15,I-15,2021,2,15,523,EROCIC,12.146,41.24,,
I15_2021_2,I15_2021,I15_2021_2_15,I15,I-15,2021,2,15,524,MICLIN,10.853,66.78,,
I15_2021_2,I15_2021,I15_2021_2_15,I15,I-15,2021,2,15,525,MICLIN,11.149,59.969,,
I14_2021_2,I14_2021,I14_2021_2_0,I14,I-14,2021,2,0,547,BRANIG,7.518,23.394,,
I14_2021_2,I14_2021,I14_2021_2_0,I14,I-14,2021,2,0,548,BRANIG,9.574,42.056,,
I14_2021_2,I14_2021,I14_2021_2_0,I14,I-14,2021,2,0,549,BRANIG,10.592,44.441,,
I14_2021_2,I14_2021,I14_2021_2_0,I14,I-14,2021,2,0,550,BRANIG,10.031,41.494,,
I14_2021_2,I14_2021,I14_2021_2_15,I14,I-14,2021,2,15,557,BRANIG,12.02,59.291,,
I14_2021_2,I14_2021,I14_2021_2_15,I14,I-14,2021,2,15,558,BRANIG,10.335,50.057,,
I14_2021_2,I14_2021,I14_2021_2_15,I14,I-14,2021,2,15,566,LUP,10.404,48.904,,
I14_2021_2,I14_2021,I14_2021_2_30,I14,I-14,2021,2,30,577,BRANIG,7.929,28.136,,
I14_2021_2,I14_2021,I14_2021_2_30,I14,I-14,2021,2,30,578,GILANG,6.292,20.007,,
I14_2021_2,I14_2021,I14_2021_2_30,I14,I-14,2021,2,30,579,GILANG,6.96,22.458,,
I14_2021_2,I14_2021,I14_2021_2_30,I14,I-14,2021,2,30,580,GILANG,5.269,15.029,,
I14_2021_2,I14_2021,I14_2021_2_30,I14,I-14,2021,2,30,581,GILANG,6.317,19.213,,
I14_2021_2,I14_2021,I14_2021_2_40,I14,I-14,2021,2,40,584,GILANG,7.277,26.468,,
I14_2021_2,I14_2021,I14_2021_2_40,I14,I-14,2021,2,40,585,BRANIG,9.571,42.921,,
I14_2021_2,I14_2021,I14_2021_2_40,I14,I-14,2021,2,40,586,GILANG,7.954,32.742,,
I14_2021_2,I14_2021,I14_2021_2_40,I14,I-14,2021,2,40,587,GILANG,6.939,22.341,,
I14_2021_2,I14_2021,I14_2021_2_40,I14,I-14,2021,2,40,588,GILANG,8.742,40.521,,
I14_2021_2,I14_2021,I14_2021_2_40,I14,I-14,2021,2,40,589,GILANG,7.965,33.299,,
I14_2021_2,I14_2021,I14_2021_2_40,I14,I-14,2021,2,40,590,GILANG,6.594,17.814,,
I14_2021_2,I14_2021,I14_2021_2_45,I14,I-14,2021,2,45,596,DICCAP,18.491,106.806,,
I14_2021_2,I14_2021,I14_2021_2_45,I14,I-14,2021,2,45,597,DICCAP,17.681,103.444,,
I14_2021_2,I14_2021,I14_2021_2_45,I14,I-14,2021,2,45,599,BRANIG,6.716,26.216,,
I20_2021_2,I20_2021,I20_2021_2_25,I20,I-20,2021,2,25,724,DICCAP,17.517,142.207,,
I20_2021_2,I20_2021,I20_2021_2_5,I20,I-20,2021,2,5,736,SALMEL,7.03,21.393,,
I20_2021_2,I20_2021,I20_2021_2_5,I20,I-20,2021,2,5,742,SALMEL,8.637,21.482,,
I20_2021_2,I20_2021,I20_2021_2_5,I20,I-20,2021,2,5,741,SALMEL,7.068,17.86,,
I20_2021_2,I20_2021,I20_2021_2_5,I20,I-20,2021,2,5,746,SALMEL,6.362,18.003,,
I20_2021_2,I20_2021,I20_2021_2_5,I20,I-20,2021,2,5,754,SALMEL,7.769,15.193,,
I50_2021_2,I50_2021,I50_2021_2_40,I50,I-50,2021,2,40,605,GILANG,8.182,31.77,,
I50_2021_2,I50_2021,I50_2021_2_40,I50,I-50,2021,2,40,606,GILANG,5.871,23.904,,
I50_2021_2,I50_2021,I50_2021_2_40,I50,I-50,2021,2,40,607,GILANG,5.912,20.587,,
I50_2021_2,I50_2021,I50_2021_2_40,I50,I-50,2021,2,40,610,MICLIN,11.457,72.259,,
I50_2021_2,I50_2021,I50_2021_2_40,I50,I-50,2021,2,40,611,MICLIN,7.986,40.337,,
I50_2021_2,I50_2021,I50_2021_2_35,I50,I-50,2021,2,35,617,EROCIC,10.492,49.49,,
I50_2021_2,I50_2021,I50_2021_2_35,I50,I-50,2021,2,35,618,EROCIC,10.955,45.919,,
I50_2021_2,I50_2021,I50_2021_2_35,I50,I-50,2021,2,35,619,EROCIC,12.656,58.02,,
I50_2021_2,I50_2021,I50_2021_2_35,I50,I-50,2021,2,35,621,EROCIC,10.343,39.665,,
I50_2021_2,I50_2021,I50_2021_2_35,I50,I-50,2021,2,35,622,SON?,9.71,65.014,,
I50_2021_2,I50_2021,I50_2021_2_20,I50,I-50,2021,2,20,629,EROBOT,9.419,31.812,,
I50_2021_2,I50_2021,I50_2021_2_15,I50,I-50,2021,2,15,636,GILANG,8.895,47.373,,
I50_2021_2,I50_2021,I50_2021_2_15,I50,I-50,2021,2,15,637,GILANG,9.635,40.743,,
I50_2021_2,I50_2021,I50_2021_2_15,I50,I-50,2021,2,15,638,GILANG,9.399,51.876,,
I50_2021_2,I50_2021,I50_2021_2_15,I50,I-50,2021,2,15,639,GILANG,7.822,16.603,,
I50_2021_2,I50_2021,I50_2021_2_15,I50,I-50,2021,2,15,640,GILANG,9.045,47.582,,
I50_2021_2,I50_2021,I50_2021_2_15,I50,I-50,2021,2,15,641,GILANG,9.197,49.361,,
I50_2021_2,I50_2021,I50_2021_2_15,I50,I-50,2021,2,15,642,ANAARV,8.123,41.037,,
I50_2021_2,I50_2021,I50_2021_2_10,I50,I-50,2021,2,10,651,GILANG,7.69,33.612,,
I50_2021_2,I50_2021,I50_2021_2_10,I50,I-50,2021,2,10,652.1,LUPBIC,6.184,13.128,,
I50_2021_2,I50_2021,I50_2021_2_10,I50,I-50,2021,2,10,652.2,LUPBIC,6.037,15.174,,
I50_2021_2,I50_2021,I50_2021_2_10,I50,I-50,2021,2,10,654,EUCCHR,5.013,14.757,,
I50_2021_2,I50_2021,I50_2021_2_10,I50,I-50,2021,2,10,655,EUCCHR,5.365,19.328,,
I50_2021_2,I50_2021,I50_2021_2_10,I50,I-50,2021,2,10,656,EUCCHR,4.914,16.778,,
I50_2021_2,I50_2021,I50_2021_2_10,I50,I-50,2021,2,10,657,EUCCHR,4.95,15.308,,
I50_2021_2,I50_2021,I50_2021_2_10,I50,I-50,2021,2,10,659,GILANG,7.957,26.469,,
I50_2021_2,I50_2021,I50_2021_2_10,I50,I-50,2021,2,10,660,GILANG,7.417,27.643,,
I50_2021_2,I50_2021,I50_2021_2_10,I50,I-50,2021,2,10,662,GILANG,8.346,38.039,,
I50_2021_2,I50_2021,I50_2021_2_10,I50,I-50,2021,2,10,663,GILANG,7.718,37.228,,
I50_2021_2,I50_2021,I50_2021_2_10,I50,I-50,2021,2,10,664,ANAARV,11.205,72.308,,
I50_2021_2,I50_2021,I50_2021_2_10,I50,I-50,2021,2,10,665,ANAARV,8.131,44.887,,
I50_2021_2,I50_2021,I50_2021_2_5,I50,I-50,2021,2,5,673,EROCIC,11.698,42.723,,
I50_2021_2,I50_2021,I50_2021_2_5,I50,I-50,2021,2,5,674.1,LUPBIC,6.558,14.211,,
I50_2021_2,I50_2021,I50_2021_2_5,I50,I-50,2021,2,5,674.2,LUPBIC,7.674,19.077,,
I50_2021_2,I50_2021,I50_2021_2_5,I50,I-50,2021,2,5,675,LUPBIC,6.068,16.104,,
I50_2021_2,I50_2021,I50_2021_2_5,I50,I-50,2021,2,5,676,GILANG,9.409,48.142,,
I50_2021_2,I50_2021,I50_2021_2_5,I50,I-50,2021,2,5,677,GILANG,9.028,44.087,,
I50_2021_2,I50_2021,I50_2021_2_5,I50,I-50,2021,2,5,678,GILANG,8.167,33.112,,
I50_2021_2,I50_2021,I50_2021_2_5,I50,I-50,2021,2,5,679,GILANG,7.542,33.478,,
I50_2021_2,I50_2021,I50_2021_2_5,I50,I-50,2021,2,5,680,GILANG,8.929,48.43,,
I50_2021_2,I50_2021,I50_2021_2_25,I50,I-50,2021,2,25,691,GILANG,7.611,29.488,,
I50_2021_2,I50_2021,I50_2021_2_25,I50,I-50,2021,2,25,692,GILANG,6.131,43,,
I50_2021_2,I50_2021,I50_2021_2_25,I50,I-50,2021,2,25,693,LUPBIC,6.318,14.393,,
I50_2021_2,I50_2021,I50_2021_2_25,I50,I-50,2021,2,25,694,ANAARV,6.888,28.185,,
I50_2021_2,I50_2021,I50_2021_2_25,I50,I-50,2021,2,25,695,ANAARV,6.651,15.201,,
GYP04_2021_2,GYP04_2021,GYP04_2021_2_45,GYP04,GYP-04,2021,2,45,833,KECANT,16.331,123.124,,
GYP04_2021_2,GYP04_2021,GYP04_2021_2_45,GYP04,GYP-04,2021,2,45,834,KECANT,15.208,109.241,,
GYP04_2021_2,GYP04_2021,GYP04_2021_2_45,GYP04,GYP-04,2021,2,45,835,KECANT,16.543,119.864,,
GYP04_2021_2,GYP04_2021,GYP04_2021_2_45,GYP04,GYP-04,2021,2,45,836,KECANT,15.629,163.03,,
GYP04_2021_2,GYP04_2021,GYP04_2021_2_40,GYP04,GYP-04,2021,2,40,847,KECANT,17.639,174.608,,
GYP04_2021_2,GYP04_2021,GYP04_2021_2_40,GYP04,GYP-04,2021,2,40,848,KECANT,20.198,200.731,,
GYP04_2021_2,GYP04_2021,GYP04_2021_2_40,GYP04,GYP-04,2021,2,40,850,KECANT,19.675,178.053,,
GYP04_2021_2,GYP04_2021,GYP04_2021_2_35,GYP04,GYP-04,2021,2,35,860,SALMEL,7.804,24.483,,
GYP04_2021_2,GYP04_2021,GYP04_2021_2_35,GYP04,GYP-04,2021,2,35,863,SALMEL,7.718,20.553,,
GYP04_2021_2,GYP04_2021,GYP04_2021_2_30,GYP04,GYP-04,2021,2,30,876,SALMEL,9.366,18.991,,
GYP04_2021_2,GYP04_2021,GYP04_2021_2_30,GYP04,GYP-04,2021,2,30,883,SALMEL,8.107,20.566,,
GYP04_2021_2,GYP04_2021,GYP04_2021_2_30,GYP04,GYP-04,2021,2,30,885,SALMEL,7.782,22.079,,
GYP04_2021_2,GYP04_2021,GYP04_2021_2_25,GYP04,GYP-04,2021,2,25,892,SALMEL,5.599,14.279,,
GYP04_2021_2,GYP04_2021,GYP04_2021_2_25,GYP04,GYP-04,2021,2,25,894,SALMEL,7.707,22.395,,
GYP04_2021_2,GYP04_2021,GYP04_2021_2_15,GYP04,GYP-04,2021,2,15,900,SALMEL,8.784,26.098,,
GYP04_2021_2,GYP04_2021,GYP04_2021_2_15,GYP04,GYP-04,2021,2,15,905,SALMEL,8.86,24.308,,
GYP04_2021_2,GYP04_2021,GYP04_2021_2_15,GYP04,GYP-04,2021,2,15,922,SALMEL,4.697,8.238,,
GYP02_2021_2,GYP02_2021,GYP02_2021_2_45,GYP02,GYP-02,2021,2,45,778,SALMEL,9.486,27.977,,
GYP02_2021_2,GYP02_2021,GYP02_2021_2_45,GYP02,GYP-02,2021,2,45,779,SALMEL,9.089,21.506,,
GYP02_2021_2,GYP02_2021,GYP02_2021_2_30,GYP02,GYP-02,2021,2,30,785,EROCIC,8.614,33.08,,
GYP02_2021_2,GYP02_2021,GYP02_2021_2_30,GYP02,GYP-02,2021,2,30,786,EROCIC,7.861,26.773,,
GYP02_2021_2,GYP02_2021,GYP02_2021_2_30,GYP02,GYP-02,2021,2,30,787,EROCIC,8.002,26.626,,
GYP02_2021_2,GYP02_2021,GYP02_2021_2_30,GYP02,GYP-02,2021,2,30,788,EROCIC,8.425,14.58,,
I08_2021_2,I08_2021,I08_2021_2_40,I08,I-08,2021,2,40,1085,EROBOT,10.493,65.292,,
I08_2021_2,I08_2021,I08_2021_2_35,I08,I-08,2021,2,35,1094,EROBOT,14.763,132.126,,
I08_2021_2,I08_2021,I08_2021_2_35,I08,I-08,2021,2,35,1095,EROBOT,11.326,77.4875,,
I08_2021_2,I08_2021,I08_2021_2_35,I08,I-08,2021,2,35,1096,EROBOT,13.164,100.484,,
I08_2021_2,I08_2021,I08_2021_2_10,I08,I-08,2021,2,10,1121,EROBOT,14.607,127.673,,
I08_2021_2,I08_2021,I08_2021_2_10,I08,I-08,2021,2,10,1123,EROBOT,15.819,139.992,,
I08_2021_2,I08_2021,I08_2021_2_10,I08,I-08,2021,2,10,1124,EROBOT,13.054,106.459,,
I08_2021_2,I08_2021,I08_2021_2_10,I08,I-08,2021,2,10,1125,EROBOT,14.098,124.366,,
I08_2021_2,I08_2021,I08_2021_2_15,I08,I-08,2021,2,15,1135,SALMEL,8.571,33.956,,
I08_2021_2,I08_2021,I08_2021_2_15,I08,I-08,2021,2,15,1137,SALMEL,9.26,24.696,,
I08_2021_2,I08_2021,I08_2021_2_15,I08,I-08,2021,2,15,1139,SALMEL,9.3,32.974,,
I08_2021_2,I08_2021,I08_2021_2_15,I08,I-08,2021,2,15,1140,SALMEL,9.218,33.293,,
I08_2021_2,I08_2021,I08_2021_2_15,I08,I-08,2021,2,15,1142,SALMEL,8.814,22.116,,
I08_2021_2,I08_2021,I08_2021_2_15,I08,I-08,2021,2,15,1144,SALMEL,10.62,34.33,,
I40_2021_2,I40_2021,I40_2021_2_45,I40,I-40,2021,2,45,1044,EROCIC,8.838,28.299,,
I40_2021_2,I40_2021,I40_2021_2_35,I40,I-40,2021,2,35,1050,BRANIG,5.517,20.018,,
I40_2021_2,I40_2021,I40_2021_2_35,I40,I-40,2021,2,35,1051,BRANIG,7.42,27.046,,
I40_2021_2,I40_2021,I40_2021_2_35,I40,I-40,2021,2,35,1052,BRANIG,6.725,21.273,,
I40_2021_2,I40_2021,I40_2021_2_35,I40,I-40,2021,2,35,1053,BRANIG,2.888,8.816,,
I40_2021_2,I40_2021,I40_2021_2_35,I40,I-40,2021,2,35,1054,SALMEL,11.046,50.036,,
I40_2021_2,I40_2021,I40_2021_2_35,I40,I-40,2021,2,35,1056,SALMEL,12.831,59.786,,
I40_2021_2,I40_2021,I40_2021_2_4,I40,I-40,2021,2,4,1060,SALMEL,8.247,26.072,,
I40_2021_2,I40_2021,I40_2021_2_4,I40,I-40,2021,2,4,1062,SALMEL,8.986,32.374,,
I40_2021_2,I40_2021,I40_2021_2_4,I40,I-40,2021,2,4,1064,SALMEL,8.24,26.031,,
I40_2021_2,I40_2021,I40_2021_2_4,I40,I-40,2021,2,4,1066,SALMEL,8.646,24.353,,
I40_2021_2,I40_2021,I40_2021_2_4,I40,I-40,2021,2,4,1068,SALMEL,8.514,31.492,,
I40_2021_2,I40_2021,I40_2021_2_4,I40,I-40,2021,2,4,1070,SALMEL,8.03,26.027,,
I40_2021_2,I40_2021,I40_2021_2_4,I40,I-40,2021,2,4,1073,SALMEL,7.334,22.038,,
I40_2021_2,I40_2021,I40_2021_2_4,I40,I-40,2021,2,4,1076,SALMEL,7.161,20.07,,
I40_2021_2,I40_2021,I40_2021_2_4,I40,I-40,2021,2,4,1078,SALMEL,7.961,26.624,,
I40_2021_2,I40_2021,I40_2021_2_4,I40,I-40,2021,2,4,1080,SALMEL,8.148,22.916,,
I40_2021_2,I40_2021,I40_2021_2_4,I40,I-40,2021,2,4,1082,SALMEL,7.758,17.847,,
IRC08_2021_2,IRC08_2021,IRC08_2021_2_45,IRC08,IRC-08,2021,2,45,1200,EROCIC,10.194,44.842,,
IRC08_2021_2,IRC08_2021,IRC08_2021_2_45,IRC08,IRC-08,2021,2,45,1201,EROCIC,10.14,47.998,,
IRC08_2021_2,IRC08_2021,IRC08_2021_2_45,IRC08,IRC-08,2021,2,45,1202,EUCCHR,3.695,9.338,,
IRC08_2021_2,IRC08_2021,IRC08_2021_2_45,IRC08,IRC-08,2021,2,45,1203,EUCCHR,5.288,17.598,,
IRC08_2021_2,IRC08_2021,IRC08_2021_2_45,IRC08,IRC-08,2021,2,45,1204,EROCIC,8.236,29.856,,
IRC08_2021_2,IRC08_2021,IRC08_2021_2_45,IRC08,IRC-08,2021,2,45,1205,EROCIC,9.071,36.438,,
IRC08_2021_2,IRC08_2021,IRC08_2021_2_45,IRC08,IRC-08,2021,2,45,1206,EROCIC,10.075,46.652,,
IRC08_2021_2,IRC08_2021,IRC08_2021_2_45,IRC08,IRC-08,2021,2,45,1208,EROCIC,6.813,21.078,,
IRC08_2021_2,IRC08_2021,IRC08_2021_2_45,IRC08,IRC-08,2021,2,45,1209,EUCCHR,4.602,14.627,,
IRC08_2021_2,IRC08_2021,IRC08_2021_2_45,IRC08,IRC-08,2021,2,45,1210,EUCCHR,4.609,12.401,,
